Product ID,Product Name,Product Category,Product Status,R&D Initiation Date,R&D Stage,Launch Status,Launch Date,PM Name,Product Cost ($)
PROD-11234,Insight360,Networking,Retired,2025-01-06,Pre-Launch,Cancelled,2025-07-05,Jennifer Gomez,583491
PROD-11235,NetConnect,Cloud Platform,Active,2022-06-07,Pre-Launch,Not Launched,2024-02-08,Thomas Castro,221181
PROD-11236,NetConnect,Security,Pilot,2025-03-20,Pre-Launch,In Pipeline,2022-09-24,Todd Brown,185797
PROD-11237,CoreAnalytics,Analytics,Retired,2024-05-02,Enhancement,Not Launched,2024-10-25,Leah Gonzales,503066
PROD-11238,CloudEdge,Security,Retired,2022-05-06,Enhancement,Cancelled,2023-09-27,Tara Brown,546109
PROD-11239,DataSphere,Networking,In Development,2022-04-06,Concept,Not Launched,2022-11-16,Maria Miller,577528
PROD-11240,DataSphere,Cloud Platform,Active,2021-06-23,Pre-Launch,Cancelled,2022-09-15,Mary Case,448699
PROD-11241,Insight360,IoT,Active,2025-07-14,Testing,Cancelled,2025-04-12,Kaylee Holland,303443
PROD-11242,DataSphere,Security,In Development,2025-07-03,Prototype,Not Launched,2024-01-06,Robert Russell,231392
PROD-11243,Insight360,Security,Pilot,2024-05-01,Prototype,Not Launched,2023-02-28,Crystal Bradley,354064
PROD-11244,DataSphere,Analytics,Active,2023-12-03,Prototype,Planned,2024-03-22,Ryan Miller,267011
PROD-11245,CoreAnalytics,IoT,Active,2023-04-01,Pre-Launch,In Pipeline,2024-07-30,John Burgess,212380
PROD-11246,DataSphere,Networking,GA (General Availability),2025-01-02,Pre-Launch,Planned,2023-08-24,Denise Anderson,552521
PROD-11247,CoreAnalytics,Networking,GA (General Availability),2025-07-19,Pre-Launch,Not Launched,2023-10-16,Michelle Spears,476446
PROD-11248,CoreAnalytics,Cloud Platform,Pilot,2024-06-16,Pre-Launch,In Pipeline,2022-10-25,Jaime Gonzalez,355242
PROD-11249,DataSphere,Analytics,In Development,2024-06-03,Testing,Not Launched,2024-06-02,Sean Brooks,569132
PROD-11250,NetConnect,Networking,Active,2021-05-15,Enhancement,Cancelled,2024-03-16,Chad Randolph,270196
PROD-11251,DataSphere,Networking,Pilot,2021-11-08,Prototype,Launched,2024-07-28,Christine Douglas,341896
PROD-11252,CloudEdge,Networking,Pilot,2024-10-14,Pre-Launch,Launched,2023-03-29,Edward Ward,276597
PROD-11253,DataSphere,Security,GA (General Availability),2025-04-17,Concept,In Pipeline,2023-10-17,Tanner Ward,239595
PROD-11254,CloudEdge,Analytics,In Development,2024-01-17,Testing,Cancelled,2025-08-16,David Vazquez,485055
PROD-11255,Insight360,Cloud Platform,Pilot,2025-02-23,Testing,Not Launched,2025-07-02,Sarah Henderson,197842
PROD-11256,Insight360,Cloud Platform,GA (General Availability),2023-01-17,Testing,Planned,2024-12-19,Eric Parker,590462
PROD-11257,CoreAnalytics,Networking,GA (General Availability),2024-12-08,Enhancement,Cancelled,2024-05-22,Gina Nguyen,591243
PROD-11258,Insight360,Analytics,GA (General Availability),2023-10-23,Pre-Launch,In Pipeline,2022-11-27,Caleb Wright,318342
PROD-11259,CloudEdge,Networking,GA (General Availability),2023-11-23,Prototype,Planned,2023-10-15,Cindy Smith,400055
PROD-11260,CloudEdge,Analytics,In Development,2021-06-12,Prototype,Not Launched,2024-12-23,Miguel Mathis,563844
PROD-11261,CloudEdge,Analytics,In Development,2024-09-18,Prototype,Planned,2022-12-07,Erin Smith,341462
PROD-11262,CloudEdge,Cloud Platform,Retired,2021-03-27,Testing,Cancelled,2025-02-22,Bobby Smith Jr.,479001
PROD-11263,CloudEdge,Cloud Platform,Pilot,2021-07-17,Pre-Launch,Cancelled,2025-03-28,Patrick Hernandez,173919
PROD-11264,Insight360,IoT,GA (General Availability),2023-05-31,Concept,Cancelled,2023-06-07,Phillip Pierce,226611
PROD-11265,NetConnect,Security,Retired,2023-05-23,Prototype,In Pipeline,2023-10-29,Brandon Kirk,467275
PROD-11266,DataSphere,Networking,Pilot,2020-09-04,Enhancement,Launched,2025-02-19,Mrs. Allison Hicks,364837
PROD-11267,CoreAnalytics,IoT,GA (General Availability),2024-11-16,Concept,Cancelled,2025-02-23,Elizabeth Wang,393851
PROD-11268,DataSphere,Analytics,Retired,2020-11-29,Enhancement,Cancelled,2024-12-22,Julie Cunningham,301725
PROD-11269,Insight360,Analytics,Pilot,2021-06-21,Enhancement,In Pipeline,2024-09-01,Nathan Howell,436585
PROD-11270,NetConnect,Networking,In Development,2024-01-07,Pre-Launch,Cancelled,2023-10-14,Deborah Benson,245231
PROD-11271,Insight360,Security,Pilot,2022-07-15,Testing,In Pipeline,2024-10-06,Keith Smith,586879
PROD-11272,CoreAnalytics,Security,In Development,2024-01-24,Enhancement,Not Launched,2022-12-27,Keith Harvey,577576
PROD-11273,DataSphere,Networking,Active,2021-10-10,Enhancement,Launched,2022-10-15,Jill Bird,266857
PROD-11274,Insight360,IoT,Active,2021-05-06,Concept,Launched,2024-07-29,Pam Jacobs,167170
PROD-11275,DataSphere,Cloud Platform,Active,2021-03-07,Pre-Launch,In Pipeline,2025-05-31,Ashley Buckley,293720
PROD-11276,DataSphere,Networking,Active,2022-05-27,Prototype,Planned,2025-07-30,Rick Walker,517567
PROD-11277,CoreAnalytics,Cloud Platform,Active,2021-05-21,Testing,In Pipeline,2024-03-09,Andrea Palmer,159113
PROD-11278,CloudEdge,Security,Retired,2023-12-23,Testing,In Pipeline,2022-10-15,Cameron Tran,178077
PROD-11279,CoreAnalytics,Security,Active,2025-02-22,Testing,Launched,2025-06-14,Justin Burke,379101
PROD-11280,Insight360,Security,GA (General Availability),2022-01-14,Enhancement,Cancelled,2022-09-17,Jorge Lindsey,164082
PROD-11281,CloudEdge,IoT,Active,2024-12-12,Concept,In Pipeline,2024-07-05,Heather Huynh,361071
PROD-11282,DataSphere,Analytics,In Development,2023-05-02,Pre-Launch,Not Launched,2023-08-20,Sandra Coffey,363490
PROD-11283,Insight360,Cloud Platform,Active,2024-09-09,Testing,Planned,2024-01-29,Mark Hernandez,276358
PROD-11284,CloudEdge,IoT,In Development,2023-01-08,Concept,Launched,2025-07-01,Todd Wright,592440
PROD-11285,Insight360,Security,Retired,2023-05-28,Testing,Launched,2023-05-17,Ryan Trujillo,474277
PROD-11286,CoreAnalytics,Security,GA (General Availability),2025-04-29,Prototype,Planned,2023-04-25,Judith Sharp,197452
PROD-11287,DataSphere,IoT,Pilot,2020-09-14,Prototype,Not Launched,2023-03-24,Mark Thomas,178829
PROD-11288,CoreAnalytics,Security,In Development,2022-06-03,Testing,Not Launched,2024-05-14,Lori Shaw,371721
PROD-11289,Insight360,Analytics,Retired,2024-06-26,Enhancement,Not Launched,2025-03-16,Angela Smith,357444
PROD-11290,CoreAnalytics,Security,Active,2021-10-01,Enhancement,Launched,2024-08-22,Nathan Mckenzie,535229
PROD-11291,NetConnect,Security,Pilot,2020-12-12,Testing,Not Launched,2022-09-30,Michele Melendez,156657
PROD-11292,CloudEdge,Analytics,Active,2021-10-23,Pre-Launch,Launched,2024-10-04,Anthony Hall,550589
PROD-11293,DataSphere,Networking,In Development,2022-12-15,Concept,Planned,2022-10-12,Brianna Clayton,537466
PROD-11294,CoreAnalytics,Networking,In Development,2024-03-18,Pre-Launch,In Pipeline,2023-09-13,Hannah Hart,552779
PROD-11295,NetConnect,Networking,GA (General Availability),2020-10-30,Enhancement,Launched,2023-08-01,Timothy Fisher,373089
PROD-11296,NetConnect,Security,Active,2025-01-28,Prototype,Launched,2023-10-06,Megan Saunders,327351
PROD-11297,NetConnect,IoT,Retired,2024-11-17,Concept,Launched,2023-04-23,Angela Meadows,405812
PROD-11298,CoreAnalytics,Security,Pilot,2024-01-29,Testing,Planned,2024-01-01,Stephen Kemp,561500
PROD-11299,DataSphere,Cloud Platform,Retired,2023-03-20,Pre-Launch,Cancelled,2023-12-25,David Mendoza,598365
PROD-11300,CoreAnalytics,Security,GA (General Availability),2023-07-30,Prototype,In Pipeline,2022-10-11,Becky Michael,214706
PROD-11301,CloudEdge,Cloud Platform,In Development,2024-01-04,Enhancement,In Pipeline,2025-06-17,William Bennett,392749
PROD-11302,NetConnect,Analytics,Retired,2025-02-03,Pre-Launch,Not Launched,2025-02-26,Carol Richardson,491544
PROD-11303,CloudEdge,Cloud Platform,Active,2024-11-04,Concept,Launched,2024-11-22,Abigail Rodriguez,273515
PROD-11304,Insight360,Cloud Platform,Active,2023-09-28,Concept,Cancelled,2024-09-05,James Doyle,155909
PROD-11305,DataSphere,Analytics,Pilot,2021-04-04,Testing,Launched,2025-05-25,William Valdez,251656
PROD-11306,CloudEdge,Analytics,Retired,2023-03-04,Enhancement,Cancelled,2022-12-10,Lisa Bishop,508446
PROD-11307,Insight360,Networking,GA (General Availability),2023-08-09,Pre-Launch,Not Launched,2023-05-07,Courtney Walker,343888
PROD-11308,NetConnect,Analytics,GA (General Availability),2024-01-12,Concept,Not Launched,2023-08-10,John Torres,207291
PROD-11309,DataSphere,Security,GA (General Availability),2023-02-09,Prototype,Launched,2022-09-14,Bryan Dennis,193197
PROD-11310,CoreAnalytics,Cloud Platform,GA (General Availability),2020-10-11,Concept,Launched,2025-05-07,Kathryn Davis,180169
PROD-11311,DataSphere,Cloud Platform,GA (General Availability),2021-04-05,Testing,Not Launched,2024-07-28,Caitlyn Hall,420994
PROD-11312,CloudEdge,Security,Active,2024-06-03,Enhancement,Planned,2023-12-22,Claudia Fitzpatrick,339925
PROD-11313,DataSphere,Cloud Platform,Pilot,2021-05-13,Concept,Planned,2024-02-05,Karen Sanchez,328024
PROD-11314,CloudEdge,Cloud Platform,Active,2023-02-22,Enhancement,Planned,2024-04-07,Hunter Lopez,265076
PROD-11315,NetConnect,Cloud Platform,Pilot,2020-12-26,Pre-Launch,Cancelled,2024-10-03,Tracy Johnson,592727
PROD-11316,Insight360,Analytics,Retired,2021-12-21,Testing,Launched,2023-04-27,David Walker,575269
PROD-11317,NetConnect,IoT,GA (General Availability),2021-04-07,Testing,Cancelled,2022-11-04,Mr. Joseph Hawkins,447488
PROD-11318,CoreAnalytics,Networking,Retired,2023-06-30,Pre-Launch,Not Launched,2023-11-15,Deborah Frederick,504663
PROD-11319,CloudEdge,Analytics,Active,2024-10-05,Testing,Launched,2023-07-18,Don Thomas,271573
PROD-11320,CoreAnalytics,Security,Retired,2023-04-14,Pre-Launch,Cancelled,2024-05-08,Maria Boyer,296978
PROD-11321,CoreAnalytics,IoT,Pilot,2021-02-11,Pre-Launch,In Pipeline,2022-12-15,Mark Lee,156745
PROD-11322,Insight360,Cloud Platform,Retired,2024-12-17,Prototype,Planned,2022-12-04,Annette Reyes,401370
PROD-11323,CloudEdge,Security,Active,2025-03-21,Enhancement,Cancelled,2023-05-10,Jacob Morales,353402
PROD-11324,Insight360,Security,Pilot,2021-08-01,Prototype,In Pipeline,2023-08-08,Emily Raymond,327127
PROD-11325,CloudEdge,Cloud Platform,GA (General Availability),2022-09-29,Concept,Cancelled,2025-08-01,Mary Durham,399902
PROD-11326,CoreAnalytics,Analytics,Pilot,2022-03-08,Enhancement,Planned,2024-11-23,Lori Weaver,245436
PROD-11327,CloudEdge,Cloud Platform,Pilot,2025-03-25,Testing,Planned,2022-09-14,Kenneth Miller,472217
PROD-11328,CoreAnalytics,Analytics,Active,2021-03-29,Enhancement,Not Launched,2023-04-14,Andrew Hayes,171599
PROD-11329,DataSphere,Cloud Platform,GA (General Availability),2024-04-17,Testing,Cancelled,2023-11-11,Jeremy Thomas,174321
PROD-11330,NetConnect,IoT,GA (General Availability),2024-02-18,Prototype,Planned,2024-11-06,Peter Chan,260862
PROD-11331,CoreAnalytics,IoT,Active,2023-07-23,Enhancement,Planned,2024-06-21,James Fox,538896
PROD-11332,NetConnect,IoT,Retired,2023-10-29,Prototype,Launched,2023-02-01,John Fields,396009
PROD-11333,CloudEdge,IoT,Pilot,2022-02-14,Enhancement,Cancelled,2023-04-05,Kelly Patel,379039
PROD-11334,DataSphere,Networking,Active,2024-09-24,Concept,Not Launched,2023-05-27,Kathryn Perry,186478
PROD-11335,NetConnect,IoT,Retired,2025-04-19,Concept,Planned,2023-03-28,Robert Smith,334917
PROD-11336,DataSphere,Cloud Platform,Retired,2022-05-18,Prototype,Cancelled,2025-04-07,Aaron Martin,545537
PROD-11337,CloudEdge,IoT,In Development,2022-05-25,Enhancement,Not Launched,2022-12-15,Derek Jimenez,561440
PROD-11338,DataSphere,Analytics,In Development,2025-01-26,Prototype,Launched,2024-06-28,Kristina Hanson,207696
PROD-11339,DataSphere,Networking,Pilot,2022-08-16,Concept,In Pipeline,2024-03-24,Deborah Moore,528371
PROD-11340,DataSphere,Networking,Active,2021-06-20,Pre-Launch,Launched,2024-09-14,Connor Mcmillan,291667
PROD-11341,Insight360,Cloud Platform,Retired,2023-04-08,Prototype,Launched,2025-05-21,Melvin Santiago,472069
PROD-11342,Insight360,Networking,In Development,2025-01-24,Testing,In Pipeline,2023-07-06,Nicholas Riley,221374
PROD-11343,DataSphere,Analytics,In Development,2021-04-03,Concept,Launched,2023-12-02,Joseph Bradley,334685
PROD-11344,Insight360,Cloud Platform,Pilot,2024-05-20,Testing,Launched,2024-03-14,Michelle Frazier,424731
PROD-11345,CloudEdge,Networking,GA (General Availability),2021-12-13,Pre-Launch,Planned,2023-06-17,Daniel Lester,424863
PROD-11346,Insight360,IoT,Retired,2023-10-16,Pre-Launch,Not Launched,2023-06-20,Joseph Trevino,595235
PROD-11347,Insight360,Networking,Pilot,2024-06-04,Concept,Launched,2024-08-02,Heather Wheeler,513939
PROD-11348,CloudEdge,IoT,Pilot,2022-05-10,Testing,Planned,2023-07-03,Christopher Lee,267584
PROD-11349,DataSphere,IoT,Pilot,2022-05-03,Prototype,In Pipeline,2023-10-12,Kristin Kirk,242862
PROD-11350,CoreAnalytics,Analytics,In Development,2022-12-22,Testing,Not Launched,2025-02-06,James Brown,474555
PROD-11351,CoreAnalytics,Analytics,In Development,2021-02-25,Testing,In Pipeline,2022-12-22,Carol Moreno,353984
PROD-11352,CloudEdge,Cloud Platform,Retired,2023-08-04,Prototype,Launched,2023-08-24,Ricardo Smith,206266
PROD-11353,CloudEdge,Security,In Development,2021-06-21,Pre-Launch,Launched,2023-02-07,Selena Anderson,247221
PROD-11354,Insight360,Cloud Platform,Active,2025-04-10,Concept,Not Launched,2023-07-27,Taylor Henson,214213
PROD-11355,NetConnect,Networking,Active,2023-05-30,Concept,In Pipeline,2023-10-28,Donna Gutierrez,501481
PROD-11356,CoreAnalytics,IoT,Retired,2022-02-17,Prototype,Planned,2024-07-24,Christopher Robinson,505962
PROD-11357,CloudEdge,Analytics,In Development,2024-01-29,Concept,Launched,2022-10-20,Devin Bradshaw,170973
PROD-11358,CoreAnalytics,Security,In Development,2021-11-05,Enhancement,Launched,2024-08-22,Emma Lopez,515556
PROD-11359,Insight360,Networking,GA (General Availability),2025-07-23,Concept,Planned,2022-12-15,Gary James,282359
PROD-11360,NetConnect,Analytics,In Development,2024-10-30,Prototype,In Pipeline,2023-03-29,Carl Carter,520110
PROD-11361,Insight360,Security,Retired,2023-07-18,Prototype,Cancelled,2024-09-04,Zachary Hoover,279268
PROD-11362,Insight360,Cloud Platform,Retired,2024-09-18,Testing,Planned,2025-06-28,Cassandra Ramirez DDS,436026
PROD-11363,Insight360,IoT,GA (General Availability),2022-10-10,Concept,Cancelled,2024-05-18,Wendy Butler,571737
PROD-11364,CoreAnalytics,Networking,Pilot,2021-02-22,Prototype,Cancelled,2025-05-15,John Khan,352576
PROD-11365,CloudEdge,Security,Active,2024-12-08,Enhancement,Cancelled,2023-05-28,Henry Vasquez,285955
PROD-11366,Insight360,Analytics,Active,2023-05-01,Prototype,Cancelled,2022-12-12,Debbie Velez,564279
PROD-11367,CloudEdge,Security,Pilot,2025-07-09,Pre-Launch,Cancelled,2024-04-26,Andrew Walker,578464
PROD-11368,CoreAnalytics,IoT,GA (General Availability),2022-02-26,Concept,Not Launched,2022-10-06,Laura Webb,403650
PROD-11369,CloudEdge,Cloud Platform,Retired,2023-07-22,Pre-Launch,Launched,2022-12-09,Danielle James,425461
PROD-11370,DataSphere,IoT,Active,2022-01-31,Testing,Launched,2024-04-28,Karen Mcdonald,176489
PROD-11371,Insight360,Cloud Platform,Active,2021-05-07,Concept,Launched,2023-12-16,Jonathan Martinez,523974
PROD-11372,CoreAnalytics,IoT,Pilot,2021-08-07,Pre-Launch,Launched,2022-12-09,Joshua Quinn,262698
PROD-11373,DataSphere,Cloud Platform,Pilot,2025-04-12,Concept,Launched,2023-09-17,Rebecca Lopez,395472
PROD-11374,CloudEdge,Cloud Platform,Pilot,2021-09-13,Pre-Launch,In Pipeline,2022-09-19,Daniel Cameron,253411
PROD-11375,Insight360,Networking,Pilot,2021-05-23,Testing,In Pipeline,2022-10-08,Sheila Robles,346929
PROD-11376,CloudEdge,IoT,GA (General Availability),2025-04-23,Enhancement,Launched,2025-07-03,Jeremiah Meyer,461177
PROD-11377,CloudEdge,Analytics,Active,2021-01-23,Testing,Not Launched,2025-06-22,Tiffany Jones,246226
PROD-11378,CoreAnalytics,Networking,Active,2023-11-27,Pre-Launch,In Pipeline,2024-11-28,Andrew Stevens,417476
PROD-11379,CloudEdge,Analytics,In Development,2020-12-12,Enhancement,In Pipeline,2023-06-06,Michael Davis,256039
PROD-11380,DataSphere,Security,GA (General Availability),2025-07-05,Enhancement,Planned,2025-06-30,Jeffrey Lee,400169
PROD-11381,CoreAnalytics,Networking,Pilot,2025-01-27,Prototype,Cancelled,2023-05-27,William Macdonald,542095
PROD-11382,DataSphere,Networking,Active,2024-04-29,Enhancement,In Pipeline,2022-09-16,Daniel Shannon,498320
PROD-11383,NetConnect,Cloud Platform,GA (General Availability),2025-02-01,Pre-Launch,Cancelled,2024-06-08,James James,157196
PROD-11384,DataSphere,Security,Active,2024-03-30,Prototype,Not Launched,2024-06-02,Anthony Mack,255557
PROD-11385,CloudEdge,Security,Pilot,2024-09-20,Prototype,Cancelled,2024-11-16,Olivia Davis,374600
PROD-11386,Insight360,Analytics,In Development,2024-12-20,Prototype,Not Launched,2023-01-08,Sue Bates,282338
PROD-11387,CloudEdge,IoT,Pilot,2021-07-16,Enhancement,In Pipeline,2025-08-11,Andrea Dennis,392412
PROD-11388,DataSphere,IoT,GA (General Availability),2023-01-03,Enhancement,Cancelled,2022-12-28,Michael Rodriguez,209233
PROD-11389,CoreAnalytics,Security,Retired,2023-06-11,Testing,Cancelled,2024-07-20,Meghan Nguyen,337911
PROD-11390,DataSphere,Analytics,In Development,2022-11-19,Pre-Launch,Not Launched,2024-10-09,John Wright,154764
PROD-11391,CloudEdge,Cloud Platform,Active,2021-01-18,Enhancement,Not Launched,2023-06-17,Melissa Humphrey,390737
PROD-11392,DataSphere,Analytics,Active,2025-05-29,Testing,Launched,2025-04-28,Mary Carter,591185
PROD-11393,CoreAnalytics,Security,Active,2022-06-11,Testing,Cancelled,2025-07-29,Amy Miller,248314
PROD-11394,CloudEdge,Networking,Pilot,2023-04-03,Testing,Cancelled,2025-01-27,James Williams,570715
PROD-11395,CoreAnalytics,IoT,GA (General Availability),2020-12-21,Enhancement,Launched,2023-10-30,Bobby Scott,593760
PROD-11396,CloudEdge,Cloud Platform,GA (General Availability),2020-11-28,Testing,Launched,2024-08-05,Philip Morrison,250997
PROD-11397,Insight360,Security,Pilot,2021-10-22,Concept,Launched,2023-09-08,Joshua Joyce,367270
PROD-11398,NetConnect,Analytics,Active,2023-06-26,Prototype,Not Launched,2025-05-22,Mr. Jesus Bartlett,157465
PROD-11399,DataSphere,Security,In Development,2021-06-15,Enhancement,Cancelled,2023-08-14,Corey Wise,175970
PROD-11400,DataSphere,Cloud Platform,Pilot,2024-07-26,Enhancement,Not Launched,2025-03-09,Eileen Burns,529382
PROD-11401,NetConnect,Analytics,In Development,2021-03-05,Testing,Cancelled,2025-06-11,Rebecca Holland,481834
PROD-11402,CoreAnalytics,Cloud Platform,Retired,2023-11-09,Pre-Launch,Launched,2025-08-12,Frank Evans,203957
PROD-11403,Insight360,Cloud Platform,Retired,2025-02-25,Enhancement,Not Launched,2023-07-06,Brian Ortega,331598
PROD-11404,CloudEdge,Networking,Active,2022-06-05,Testing,Launched,2025-08-17,Sandra Vazquez,189597
PROD-11405,CoreAnalytics,Networking,Pilot,2021-06-28,Concept,Not Launched,2025-08-17,Andrew Arnold,297160
PROD-11406,NetConnect,IoT,Pilot,2025-04-15,Enhancement,Cancelled,2025-08-29,Brandi Johnston,510287
PROD-11407,Insight360,Analytics,GA (General Availability),2022-09-10,Prototype,Launched,2023-11-18,Matthew Davis,181095
PROD-11408,DataSphere,Cloud Platform,Pilot,2025-04-23,Pre-Launch,In Pipeline,2023-11-20,Lindsay Smith,165151
PROD-11409,CloudEdge,Cloud Platform,Pilot,2021-08-08,Pre-Launch,Cancelled,2024-08-20,Bradley Cervantes,353089
PROD-11410,CloudEdge,Security,Active,2020-10-17,Pre-Launch,Planned,2025-01-23,Mr. Eric Moss,431444
PROD-11411,CoreAnalytics,Analytics,Pilot,2024-10-22,Pre-Launch,Not Launched,2025-08-08,Deanna Vazquez,277504
PROD-11412,NetConnect,Analytics,Active,2022-03-27,Testing,Cancelled,2022-09-15,Molly Garrison,348287
PROD-11413,CloudEdge,Networking,Retired,2024-10-27,Pre-Launch,Not Launched,2023-11-06,Debbie Anderson,350676
PROD-11414,DataSphere,Cloud Platform,GA (General Availability),2020-11-12,Enhancement,In Pipeline,2025-02-25,Julie Sherman,563975
PROD-11415,NetConnect,IoT,Active,2022-07-08,Enhancement,Planned,2024-05-02,Anthony Morris,569558
PROD-11416,CoreAnalytics,IoT,Active,2022-10-24,Enhancement,In Pipeline,2024-11-29,Xavier Silva,596580
PROD-11417,Insight360,IoT,GA (General Availability),2023-09-11,Pre-Launch,In Pipeline,2024-03-12,Stacey Wilson,363037
PROD-11418,DataSphere,IoT,Active,2022-11-11,Prototype,In Pipeline,2024-10-19,Isabella Wright,510543
PROD-11419,DataSphere,Networking,Active,2024-12-17,Enhancement,Cancelled,2025-03-29,Nicholas Austin,451446
PROD-11420,NetConnect,Analytics,Pilot,2020-09-15,Pre-Launch,Cancelled,2023-07-27,Kristy Costa,564261
PROD-11421,CloudEdge,Analytics,Active,2022-08-30,Concept,Launched,2025-01-31,Lance Gray,511137
PROD-11422,CloudEdge,Cloud Platform,In Development,2021-05-17,Pre-Launch,Launched,2023-06-26,Gavin Murray,416919
PROD-11423,CloudEdge,Analytics,GA (General Availability),2023-12-17,Testing,In Pipeline,2025-03-02,Tina Martinez,316159
PROD-11424,CloudEdge,Networking,Pilot,2021-02-16,Enhancement,In Pipeline,2025-03-11,Michelle Curry,429280
PROD-11425,CoreAnalytics,Networking,Active,2023-06-21,Concept,Cancelled,2023-03-13,Raymond Robinson,225712
PROD-11426,NetConnect,Cloud Platform,Retired,2024-11-14,Testing,Planned,2023-02-14,Heather Brennan,314558
PROD-11427,CoreAnalytics,Cloud Platform,Retired,2025-08-17,Enhancement,Not Launched,2023-09-26,Patricia Gibson,450224
PROD-11428,CoreAnalytics,IoT,Pilot,2023-04-08,Concept,Launched,2024-07-31,Evan Holt,468871
PROD-11429,CloudEdge,Cloud Platform,Retired,2024-01-09,Testing,Launched,2024-11-20,Dr. Gabrielle Walker,468791
PROD-11430,Insight360,Security,In Development,2024-06-19,Enhancement,Launched,2024-07-14,Lee Murphy,275499
PROD-11431,CloudEdge,IoT,GA (General Availability),2023-12-26,Concept,Cancelled,2024-01-24,Helen Gonzalez,373222
PROD-11432,CloudEdge,IoT,GA (General Availability),2022-04-02,Pre-Launch,Cancelled,2023-12-27,Darin Jackson,185270
PROD-11433,NetConnect,Cloud Platform,Retired,2021-09-25,Testing,Not Launched,2025-08-29,Jessica Henry,189894
PROD-11434,CloudEdge,IoT,Active,2023-07-10,Pre-Launch,In Pipeline,2025-08-13,Jessica Shelton,332603
PROD-11435,CloudEdge,Analytics,In Development,2022-10-16,Concept,In Pipeline,2025-03-21,Robert Robinson,354778
PROD-11436,DataSphere,Analytics,In Development,2025-04-10,Pre-Launch,In Pipeline,2025-08-07,Melanie Martin,194561
PROD-11437,Insight360,Cloud Platform,In Development,2021-06-30,Prototype,Planned,2024-02-10,David Atkinson,277472
PROD-11438,CoreAnalytics,IoT,Retired,2024-01-23,Pre-Launch,Not Launched,2024-08-20,Jennifer Roberts,351027
PROD-11439,CloudEdge,Security,Active,2022-02-05,Pre-Launch,Planned,2025-06-19,Nicholas Smith,196071
PROD-11440,NetConnect,Analytics,Active,2024-11-23,Enhancement,In Pipeline,2022-10-25,Kellie Stewart,494066
PROD-11441,Insight360,IoT,Active,2025-07-12,Testing,Planned,2023-09-20,Timothy Olsen,176006
PROD-11442,NetConnect,Cloud Platform,Retired,2021-11-13,Enhancement,Launched,2023-06-05,Heather Hess,520681
PROD-11443,CloudEdge,Cloud Platform,Active,2022-11-17,Concept,Launched,2024-01-16,Alyssa Nichols,550367
PROD-11444,NetConnect,IoT,GA (General Availability),2025-08-04,Testing,Launched,2024-10-18,Emily Thomas,161945
PROD-11445,CloudEdge,Analytics,In Development,2025-07-14,Concept,Not Launched,2023-07-02,Sandra Payne,573946
PROD-11446,DataSphere,IoT,Retired,2022-06-25,Testing,In Pipeline,2025-03-07,Kimberly Guerrero,259410
PROD-11447,CoreAnalytics,Cloud Platform,GA (General Availability),2024-02-28,Testing,Planned,2023-06-03,Mary Yang,598404
PROD-11448,DataSphere,Cloud Platform,Pilot,2021-07-05,Enhancement,Not Launched,2023-12-03,Brent Martinez,435217
PROD-11449,CoreAnalytics,Security,In Development,2024-05-29,Concept,Cancelled,2025-01-12,Mrs. Angelica Woods DDS,316981
PROD-11450,Insight360,Security,Retired,2021-08-25,Prototype,Not Launched,2024-02-29,Eric Hayes,252470
PROD-11451,DataSphere,Networking,In Development,2023-10-31,Enhancement,Planned,2024-07-05,Paige West,227823
PROD-11452,CloudEdge,Cloud Platform,GA (General Availability),2023-05-04,Prototype,Cancelled,2025-08-03,Derek Hunter,228706
PROD-11453,Insight360,Cloud Platform,Retired,2024-11-29,Prototype,Cancelled,2022-11-07,David Perry,204771
PROD-11454,NetConnect,Security,In Development,2022-12-25,Prototype,Planned,2023-04-28,Jennifer Moore,536406
PROD-11455,NetConnect,Security,In Development,2023-06-17,Pre-Launch,Cancelled,2025-05-29,Richard Kelley,551421
PROD-11456,DataSphere,Cloud Platform,Active,2023-09-29,Testing,Planned,2023-10-19,Jessica Davila,233736
PROD-11457,NetConnect,IoT,Active,2020-11-25,Prototype,Launched,2024-06-18,John Rivera,356637
PROD-11458,NetConnect,Analytics,Pilot,2024-05-15,Concept,Cancelled,2024-06-21,Jacob Morris,392916
PROD-11459,DataSphere,Security,Pilot,2020-12-28,Concept,In Pipeline,2024-07-04,Ronald Williams,336652
PROD-11460,Insight360,Cloud Platform,Retired,2021-12-06,Testing,Not Launched,2023-01-03,Julie Berry,342637
PROD-11461,NetConnect,Security,Retired,2021-06-22,Pre-Launch,In Pipeline,2024-11-16,Sherry Ramirez,556185
PROD-11462,CloudEdge,Analytics,Active,2023-09-26,Concept,Planned,2024-03-30,James Perry,280669
PROD-11463,NetConnect,Analytics,In Development,2023-04-29,Testing,In Pipeline,2023-05-12,Amanda Owen,196649
PROD-11464,CoreAnalytics,IoT,Retired,2020-09-15,Concept,Not Launched,2025-01-10,Teresa Gordon,284918
PROD-11465,CoreAnalytics,Cloud Platform,Active,2025-03-28,Concept,Launched,2025-03-25,Joshua Castro,536053
PROD-11466,DataSphere,IoT,Retired,2023-03-11,Enhancement,Launched,2024-11-23,Joseph Howell,384680
PROD-11467,CloudEdge,Security,In Development,2023-03-09,Pre-Launch,Planned,2023-09-16,Daniel Hudson,485636
