Inventory ID,Product Name,Inventory (Units),Quantity,Inventory Location,Inventory Status,Prod_ID,Last Updated Date,Supplier Name,Reorder Threshold,Storage Condition
INV-90226,SmartEdge Router,413,128,Singapore DC,Reserved,PROD-11416,2025-03-09,TechSource Inc,57,Climate-Controlled
INV-90227,VisionX Switch,72,33,Berlin DC,Reserved,PROD-11118,2025-05-06,CloudWave Ltd,54,Restricted
INV-90228,VisionX Switch,272,52,Berlin DC,Reserved,PROD-11299,2025-01-14,GlobalNet Supplies,30,Climate-Controlled
INV-90229,SmartEdge Router,333,197,Bangalore WH,Reserved,PROD-11918,2025-08-03,NetWorld Partners,10,Normal
INV-90230,CloudHub Gateway,254,6,New York DC,Reserved,PROD-11997,2025-05-01,NetWorld Partners,36,Restricted
INV-90231,VisionX Switch,299,124,New York DC,On Hold,PROD-11716,2025-03-05,CloudWave Ltd,24,Climate-Controlled
INV-90232,Nova Firewall,346,21,New York DC,In Transit,PROD-11207,2025-04-10,TechSource Inc,60,Restricted
INV-90233,VisionX Switch,125,61,Berlin DC,On Hold,PROD-11527,2025-04-17,TechSource Inc,47,Normal
INV-90234,VisionX Switch,487,110,New York DC,In Transit,PROD-11418,2025-05-30,GlobalNet Supplies,22,Normal
INV-90235,SmartEdge Router,209,200,Bangalore WH,Available,PROD-11015,2025-03-02,SecureLine Distributors,52,Normal
INV-90236,SmartEdge Router,101,93,New York DC,Reserved,PROD-11152,2025-03-19,TechSource Inc,50,Restricted
INV-90237,Nova Firewall,366,142,Berlin DC,In Transit,PROD-11284,2025-06-14,TechSource Inc,30,Normal
INV-90238,StreamLine AP,459,151,London Hub,Available,PROD-11227,2025-06-08,NetWorld Partners,47,Restricted
INV-90239,CloudHub Gateway,203,155,Bangalore WH,Damaged,PROD-11177,2025-06-22,SecureLine Distributors,33,Normal
INV-90240,StreamLine AP,453,48,Berlin DC,Reserved,PROD-11617,2025-05-22,TechSource Inc,54,Restricted
INV-90241,CloudHub Gateway,301,3,Bangalore WH,Available,PROD-11827,2025-08-30,CloudWave Ltd,13,Normal
INV-90242,SmartEdge Router,331,156,Singapore DC,Damaged,PROD-11095,2025-02-20,NetWorld Partners,21,Normal
INV-90243,VisionX Switch,233,125,Bangalore WH,In Transit,PROD-11713,2025-03-15,TechSource Inc,53,Restricted
INV-90244,SmartEdge Router,296,141,New York DC,On Hold,PROD-11780,2025-03-02,NetWorld Partners,51,Normal
INV-90245,Nova Firewall,409,18,New York DC,In Transit,PROD-11321,2025-05-02,CloudWave Ltd,42,Normal
INV-90246,Nova Firewall,374,121,London Hub,In Transit,PROD-11131,2025-07-03,SecureLine Distributors,42,Climate-Controlled
INV-90247,Nova Firewall,263,94,Berlin DC,Reserved,PROD-11557,2025-03-10,NetWorld Partners,10,Climate-Controlled
INV-90248,Nova Firewall,319,66,New York DC,Reserved,PROD-11634,2025-07-07,CloudWave Ltd,19,Normal
INV-90249,VisionX Switch,96,122,New York DC,Reserved,PROD-11235,2025-02-17,SecureLine Distributors,30,Normal
INV-90250,VisionX Switch,382,9,Berlin DC,Reserved,PROD-11539,2025-08-24,GlobalNet Supplies,14,Climate-Controlled
INV-90251,StreamLine AP,210,120,Berlin DC,Available,PROD-11568,2025-05-12,SecureLine Distributors,58,Climate-Controlled
INV-90252,VisionX Switch,472,39,Berlin DC,Available,PROD-11360,2025-05-21,TechSource Inc,30,Restricted
INV-90253,CloudHub Gateway,90,146,Berlin DC,In Transit,PROD-11276,2025-06-13,GlobalNet Supplies,59,Climate-Controlled
INV-90254,CloudHub Gateway,89,45,Singapore DC,Damaged,PROD-11763,2025-03-25,SecureLine Distributors,32,Normal
INV-90255,StreamLine AP,352,173,Singapore DC,Reserved,PROD-11796,2025-07-12,TechSource Inc,28,Restricted
INV-90256,StreamLine AP,400,173,New York DC,In Transit,PROD-11467,2025-04-20,TechSource Inc,42,Climate-Controlled
INV-90257,VisionX Switch,392,127,New York DC,Damaged,PROD-11783,2025-03-08,TechSource Inc,19,Restricted
INV-90258,VisionX Switch,430,146,New York DC,In Transit,PROD-11888,2025-07-02,CloudWave Ltd,27,Climate-Controlled
INV-90259,VisionX Switch,211,198,New York DC,In Transit,PROD-11912,2025-06-07,NetWorld Partners,36,Climate-Controlled
INV-90260,Nova Firewall,253,83,London Hub,Reserved,PROD-11662,2025-06-10,TechSource Inc,40,Restricted
INV-90261,SmartEdge Router,163,167,Bangalore WH,On Hold,PROD-11545,2025-07-10,SecureLine Distributors,37,Restricted
INV-90262,Nova Firewall,46,180,Berlin DC,Reserved,PROD-11751,2025-06-19,CloudWave Ltd,54,Climate-Controlled
INV-90263,CloudHub Gateway,56,183,Singapore DC,Reserved,PROD-11354,2025-06-15,NetWorld Partners,13,Normal
INV-90264,VisionX Switch,389,105,Berlin DC,In Transit,PROD-11456,2025-07-25,TechSource Inc,47,Normal
INV-90265,SmartEdge Router,355,152,Bangalore WH,Reserved,PROD-11907,2025-01-29,CloudWave Ltd,41,Normal
INV-90266,VisionX Switch,51,95,New York DC,On Hold,PROD-11317,2025-06-18,TechSource Inc,18,Climate-Controlled
INV-90267,StreamLine AP,474,54,Singapore DC,In Transit,PROD-11011,2025-02-24,GlobalNet Supplies,10,Climate-Controlled
INV-90268,SmartEdge Router,99,194,Berlin DC,Damaged,PROD-11440,2025-03-23,TechSource Inc,51,Climate-Controlled
INV-90269,StreamLine AP,64,160,Singapore DC,On Hold,PROD-11012,2025-04-16,SecureLine Distributors,20,Normal
INV-90270,StreamLine AP,178,199,London Hub,Damaged,PROD-11110,2025-05-21,NetWorld Partners,49,Normal
INV-90271,StreamLine AP,334,20,Singapore DC,Damaged,PROD-11876,2025-08-08,SecureLine Distributors,37,Climate-Controlled
INV-90272,VisionX Switch,421,49,Berlin DC,In Transit,PROD-11143,2025-01-31,SecureLine Distributors,56,Climate-Controlled
INV-90273,StreamLine AP,15,17,London Hub,In Transit,PROD-11970,2025-05-01,GlobalNet Supplies,43,Normal
INV-90274,CloudHub Gateway,20,194,London Hub,Damaged,PROD-11467,2025-03-09,CloudWave Ltd,40,Climate-Controlled
INV-90275,CloudHub Gateway,485,173,New York DC,In Transit,PROD-11473,2025-05-16,CloudWave Ltd,29,Normal
INV-90276,Nova Firewall,20,73,Singapore DC,On Hold,PROD-11020,2025-02-04,GlobalNet Supplies,36,Restricted
INV-90277,CloudHub Gateway,185,154,London Hub,On Hold,PROD-11097,2025-05-28,CloudWave Ltd,28,Normal
INV-90278,CloudHub Gateway,89,172,New York DC,In Transit,PROD-11980,2025-01-30,TechSource Inc,40,Normal
INV-90279,CloudHub Gateway,54,33,Bangalore WH,On Hold,PROD-11820,2025-04-03,TechSource Inc,35,Normal
INV-90280,VisionX Switch,141,173,Berlin DC,On Hold,PROD-11791,2025-06-05,SecureLine Distributors,58,Normal
INV-90281,CloudHub Gateway,128,77,Bangalore WH,Reserved,PROD-11135,2025-05-04,SecureLine Distributors,32,Normal
INV-90282,StreamLine AP,285,163,Berlin DC,Reserved,PROD-11071,2025-07-11,NetWorld Partners,17,Normal
INV-90283,StreamLine AP,342,28,New York DC,Reserved,PROD-11310,2025-07-29,NetWorld Partners,30,Climate-Controlled
INV-90284,StreamLine AP,222,111,Bangalore WH,In Transit,PROD-11903,2025-05-10,SecureLine Distributors,26,Restricted
INV-90285,SmartEdge Router,92,54,Singapore DC,In Transit,PROD-11785,2025-06-21,CloudWave Ltd,35,Normal
INV-90286,Nova Firewall,233,86,Singapore DC,In Transit,PROD-11473,2025-03-26,CloudWave Ltd,58,Climate-Controlled
INV-90287,Nova Firewall,475,186,Singapore DC,Damaged,PROD-11685,2025-04-17,GlobalNet Supplies,41,Climate-Controlled
INV-90288,Nova Firewall,178,57,New York DC,In Transit,PROD-11555,2025-04-22,SecureLine Distributors,43,Restricted
INV-90289,Nova Firewall,262,34,New York DC,Available,PROD-11414,2025-05-13,NetWorld Partners,53,Climate-Controlled
INV-90290,VisionX Switch,201,25,Berlin DC,In Transit,PROD-11666,2025-02-11,NetWorld Partners,24,Restricted
INV-90291,StreamLine AP,437,69,New York DC,Reserved,PROD-11074,2025-08-26,TechSource Inc,38,Restricted
INV-90292,Nova Firewall,133,128,Berlin DC,In Transit,PROD-11662,2025-08-08,GlobalNet Supplies,17,Climate-Controlled
INV-90293,SmartEdge Router,134,165,New York DC,On Hold,PROD-11034,2025-06-06,TechSource Inc,34,Normal
INV-90294,CloudHub Gateway,321,100,London Hub,Reserved,PROD-11254,2025-07-22,NetWorld Partners,39,Climate-Controlled
INV-90295,SmartEdge Router,466,35,Berlin DC,Reserved,PROD-11774,2025-01-31,NetWorld Partners,21,Restricted
INV-90296,CloudHub Gateway,164,82,Berlin DC,Reserved,PROD-11968,2025-04-08,NetWorld Partners,52,Climate-Controlled
INV-90297,CloudHub Gateway,313,15,London Hub,Available,PROD-11956,2025-07-21,GlobalNet Supplies,23,Restricted
INV-90298,Nova Firewall,192,46,Singapore DC,In Transit,PROD-11613,2025-04-26,TechSource Inc,30,Normal
INV-90299,StreamLine AP,240,77,Berlin DC,In Transit,PROD-11162,2025-05-11,NetWorld Partners,60,Normal
INV-90300,SmartEdge Router,452,71,Singapore DC,Reserved,PROD-11168,2025-06-19,SecureLine Distributors,59,Restricted
INV-90301,VisionX Switch,230,11,London Hub,Damaged,PROD-11529,2025-06-12,SecureLine Distributors,52,Restricted
INV-90302,CloudHub Gateway,488,38,London Hub,Reserved,PROD-11292,2025-03-20,NetWorld Partners,56,Climate-Controlled
INV-90303,SmartEdge Router,431,93,Singapore DC,In Transit,PROD-11451,2025-06-10,TechSource Inc,53,Restricted
INV-90304,SmartEdge Router,415,51,Singapore DC,In Transit,PROD-11318,2025-07-19,NetWorld Partners,26,Restricted
INV-90305,SmartEdge Router,132,102,New York DC,On Hold,PROD-11199,2025-07-02,SecureLine Distributors,32,Climate-Controlled
INV-90306,SmartEdge Router,34,175,Berlin DC,On Hold,PROD-11820,2025-03-12,GlobalNet Supplies,56,Climate-Controlled
INV-90307,Nova Firewall,386,186,Singapore DC,Reserved,PROD-11134,2025-08-22,SecureLine Distributors,45,Climate-Controlled
INV-90308,VisionX Switch,410,40,Berlin DC,On Hold,PROD-11970,2025-07-27,SecureLine Distributors,20,Restricted
INV-90309,StreamLine AP,43,164,Bangalore WH,On Hold,PROD-11585,2025-08-14,GlobalNet Supplies,10,Restricted
INV-90310,Nova Firewall,69,88,London Hub,In Transit,PROD-11011,2025-03-25,SecureLine Distributors,46,Normal
INV-90311,SmartEdge Router,374,20,Singapore DC,Reserved,PROD-11592,2025-02-16,NetWorld Partners,44,Normal
INV-90312,VisionX Switch,147,189,London Hub,On Hold,PROD-11716,2025-08-12,CloudWave Ltd,14,Restricted
INV-90313,Nova Firewall,240,196,New York DC,Damaged,PROD-11963,2025-05-15,GlobalNet Supplies,36,Climate-Controlled
INV-90314,VisionX Switch,431,104,Singapore DC,In Transit,PROD-11275,2025-07-30,CloudWave Ltd,25,Restricted
INV-90315,CloudHub Gateway,27,168,New York DC,Reserved,PROD-11882,2025-01-13,SecureLine Distributors,50,Normal
INV-90316,VisionX Switch,385,90,Berlin DC,On Hold,PROD-11422,2025-07-20,CloudWave Ltd,31,Restricted
INV-90317,StreamLine AP,381,92,Berlin DC,In Transit,PROD-11855,2025-04-14,GlobalNet Supplies,27,Climate-Controlled
INV-90318,StreamLine AP,31,77,Singapore DC,In Transit,PROD-11304,2025-02-15,TechSource Inc,25,Normal
INV-90319,Nova Firewall,400,95,Bangalore WH,Damaged,PROD-11592,2025-05-02,GlobalNet Supplies,55,Restricted
INV-90320,SmartEdge Router,361,163,Singapore DC,Available,PROD-11231,2025-04-18,TechSource Inc,39,Climate-Controlled
INV-90321,VisionX Switch,393,193,Berlin DC,In Transit,PROD-11048,2025-03-04,CloudWave Ltd,30,Normal
INV-90322,Nova Firewall,340,56,Singapore DC,In Transit,PROD-11375,2025-06-10,TechSource Inc,52,Restricted
INV-90323,CloudHub Gateway,340,0,London Hub,In Transit,PROD-11225,2025-03-16,SecureLine Distributors,48,Restricted
INV-90324,SmartEdge Router,180,43,London Hub,Damaged,PROD-11725,2025-01-31,TechSource Inc,13,Climate-Controlled
INV-90325,Nova Firewall,231,34,Berlin DC,Damaged,PROD-11420,2025-01-18,NetWorld Partners,55,Climate-Controlled
INV-90326,VisionX Switch,446,58,Singapore DC,On Hold,PROD-11686,2025-07-16,TechSource Inc,40,Normal
INV-90327,Nova Firewall,230,47,London Hub,In Transit,PROD-11661,2025-02-16,CloudWave Ltd,32,Climate-Controlled
INV-90328,SmartEdge Router,86,127,Berlin DC,Damaged,PROD-11136,2025-07-21,NetWorld Partners,23,Restricted
INV-90329,CloudHub Gateway,218,23,London Hub,In Transit,PROD-11813,2025-04-17,NetWorld Partners,20,Restricted
INV-90330,CloudHub Gateway,286,113,New York DC,In Transit,PROD-11018,2025-07-03,GlobalNet Supplies,18,Restricted
INV-90331,CloudHub Gateway,399,156,New York DC,Available,PROD-11694,2025-01-06,NetWorld Partners,57,Normal
INV-90332,VisionX Switch,226,130,London Hub,Damaged,PROD-11087,2025-03-01,NetWorld Partners,16,Restricted
INV-90333,SmartEdge Router,24,180,London Hub,On Hold,PROD-11460,2025-03-10,TechSource Inc,42,Normal
INV-90334,SmartEdge Router,48,169,New York DC,Available,PROD-11150,2025-08-20,NetWorld Partners,18,Climate-Controlled
INV-90335,VisionX Switch,222,161,Berlin DC,Reserved,PROD-11420,2025-08-29,SecureLine Distributors,11,Restricted
INV-90336,StreamLine AP,169,196,London Hub,On Hold,PROD-11394,2025-03-17,GlobalNet Supplies,35,Climate-Controlled
INV-90337,SmartEdge Router,78,49,Berlin DC,Reserved,PROD-11031,2025-03-14,CloudWave Ltd,28,Restricted
INV-90338,StreamLine AP,215,179,New York DC,Damaged,PROD-11236,2025-05-29,CloudWave Ltd,53,Climate-Controlled
INV-90339,SmartEdge Router,382,107,New York DC,Available,PROD-11896,2025-01-16,SecureLine Distributors,52,Normal
INV-90340,StreamLine AP,165,95,Singapore DC,On Hold,PROD-11474,2025-03-10,SecureLine Distributors,57,Restricted
INV-90341,SmartEdge Router,471,119,London Hub,Reserved,PROD-11431,2025-08-27,CloudWave Ltd,60,Climate-Controlled
INV-90342,Nova Firewall,169,180,Singapore DC,Reserved,PROD-11905,2025-04-20,NetWorld Partners,19,Climate-Controlled
INV-90343,SmartEdge Router,165,200,New York DC,Damaged,PROD-11242,2025-07-21,GlobalNet Supplies,14,Restricted
INV-90344,VisionX Switch,196,42,New York DC,Available,PROD-11045,2025-03-11,GlobalNet Supplies,53,Climate-Controlled
INV-90345,StreamLine AP,301,57,Bangalore WH,On Hold,PROD-11456,2025-04-15,CloudWave Ltd,24,Restricted
INV-90346,Nova Firewall,294,42,Berlin DC,Available,PROD-11636,2025-06-08,NetWorld Partners,40,Climate-Controlled
INV-90347,VisionX Switch,46,136,Berlin DC,On Hold,PROD-11402,2025-02-14,NetWorld Partners,31,Climate-Controlled
INV-90348,SmartEdge Router,292,90,Bangalore WH,Available,PROD-11133,2025-03-19,CloudWave Ltd,59,Normal
INV-90349,VisionX Switch,34,65,Berlin DC,On Hold,PROD-11785,2025-01-30,TechSource Inc,56,Normal
INV-90350,StreamLine AP,38,84,Bangalore WH,On Hold,PROD-11445,2025-06-14,SecureLine Distributors,13,Normal
INV-90351,SmartEdge Router,457,140,Singapore DC,Available,PROD-11786,2025-02-15,NetWorld Partners,40,Normal
INV-90352,VisionX Switch,332,102,Berlin DC,In Transit,PROD-11412,2025-08-26,NetWorld Partners,10,Normal
INV-90353,StreamLine AP,120,113,London Hub,Available,PROD-11882,2025-04-22,SecureLine Distributors,16,Climate-Controlled
INV-90354,Nova Firewall,431,178,Bangalore WH,In Transit,PROD-11246,2025-08-29,GlobalNet Supplies,46,Restricted
INV-90355,SmartEdge Router,237,62,Berlin DC,In Transit,PROD-11585,2025-06-27,GlobalNet Supplies,60,Climate-Controlled
INV-90356,SmartEdge Router,61,58,Bangalore WH,In Transit,PROD-11799,2025-01-23,CloudWave Ltd,44,Climate-Controlled
INV-90357,VisionX Switch,125,90,New York DC,In Transit,PROD-11023,2025-08-23,GlobalNet Supplies,43,Normal
INV-90358,CloudHub Gateway,364,84,Singapore DC,Damaged,PROD-11555,2025-06-19,NetWorld Partners,27,Climate-Controlled
INV-90359,SmartEdge Router,34,26,New York DC,Reserved,PROD-11986,2025-01-27,SecureLine Distributors,33,Normal
INV-90360,Nova Firewall,15,121,Bangalore WH,On Hold,PROD-11201,2025-04-18,CloudWave Ltd,57,Normal
INV-90361,VisionX Switch,273,109,London Hub,In Transit,PROD-11351,2025-06-23,TechSource Inc,17,Restricted
INV-90362,SmartEdge Router,175,48,London Hub,Damaged,PROD-11313,2025-04-27,SecureLine Distributors,37,Restricted
INV-90363,VisionX Switch,422,24,Singapore DC,Damaged,PROD-11707,2025-04-13,CloudWave Ltd,54,Restricted
INV-90364,Nova Firewall,345,103,Berlin DC,On Hold,PROD-11310,2025-02-04,TechSource Inc,27,Restricted
INV-90365,SmartEdge Router,197,60,New York DC,On Hold,PROD-11288,2025-08-17,TechSource Inc,40,Normal
INV-90366,Nova Firewall,387,104,New York DC,On Hold,PROD-11700,2025-02-15,NetWorld Partners,11,Restricted
INV-90367,CloudHub Gateway,341,40,New York DC,Available,PROD-11423,2025-08-31,TechSource Inc,16,Normal
INV-90368,Nova Firewall,74,5,Berlin DC,Reserved,PROD-11214,2025-04-23,GlobalNet Supplies,52,Normal
INV-90369,SmartEdge Router,312,173,London Hub,Damaged,PROD-11452,2025-01-01,SecureLine Distributors,46,Restricted
INV-90370,Nova Firewall,30,69,New York DC,Available,PROD-11266,2025-05-06,GlobalNet Supplies,19,Climate-Controlled
INV-90371,CloudHub Gateway,302,25,Bangalore WH,Reserved,PROD-11143,2025-08-12,NetWorld Partners,59,Restricted
INV-90372,Nova Firewall,294,92,New York DC,Reserved,PROD-11036,2025-07-11,SecureLine Distributors,16,Climate-Controlled
INV-90373,SmartEdge Router,365,116,Singapore DC,Available,PROD-11784,2025-08-08,NetWorld Partners,36,Restricted
INV-90374,Nova Firewall,432,75,New York DC,Damaged,PROD-11911,2025-07-25,TechSource Inc,37,Normal
INV-90375,SmartEdge Router,402,100,Singapore DC,On Hold,PROD-11992,2025-08-19,CloudWave Ltd,17,Restricted
INV-90376,Nova Firewall,65,171,Singapore DC,Damaged,PROD-11234,2025-05-04,TechSource Inc,28,Restricted
INV-90377,StreamLine AP,50,170,Berlin DC,In Transit,PROD-12000,2025-03-21,NetWorld Partners,55,Climate-Controlled
INV-90378,CloudHub Gateway,92,192,Berlin DC,On Hold,PROD-11123,2025-06-28,NetWorld Partners,26,Restricted
INV-90379,SmartEdge Router,47,93,Singapore DC,Available,PROD-11244,2025-07-27,SecureLine Distributors,52,Normal
INV-90380,Nova Firewall,417,156,Berlin DC,Available,PROD-11437,2025-02-16,NetWorld Partners,16,Restricted
INV-90381,SmartEdge Router,369,9,London Hub,On Hold,PROD-11098,2025-08-15,GlobalNet Supplies,59,Restricted
INV-90382,StreamLine AP,73,109,Singapore DC,Reserved,PROD-11378,2025-02-14,NetWorld Partners,21,Normal
INV-90383,SmartEdge Router,494,147,London Hub,On Hold,PROD-11099,2025-08-27,GlobalNet Supplies,22,Normal
INV-90384,Nova Firewall,397,199,London Hub,Damaged,PROD-11705,2025-08-10,CloudWave Ltd,58,Climate-Controlled
INV-90385,CloudHub Gateway,448,164,London Hub,On Hold,PROD-11091,2025-04-30,NetWorld Partners,14,Climate-Controlled
INV-90386,SmartEdge Router,448,40,Berlin DC,Available,PROD-11007,2025-06-25,CloudWave Ltd,52,Normal
INV-90387,Nova Firewall,385,17,New York DC,Reserved,PROD-11380,2025-05-16,TechSource Inc,21,Restricted
INV-90388,VisionX Switch,205,56,New York DC,On Hold,PROD-11598,2025-08-08,TechSource Inc,25,Climate-Controlled
INV-90389,SmartEdge Router,337,148,Singapore DC,Available,PROD-11297,2025-03-11,GlobalNet Supplies,34,Normal
INV-90390,CloudHub Gateway,200,135,New York DC,In Transit,PROD-11802,2025-07-07,NetWorld Partners,12,Climate-Controlled
INV-90391,StreamLine AP,54,154,Bangalore WH,Reserved,PROD-11357,2025-04-05,TechSource Inc,19,Climate-Controlled
INV-90392,VisionX Switch,87,99,Bangalore WH,Reserved,PROD-11881,2025-06-08,NetWorld Partners,39,Normal
INV-90393,CloudHub Gateway,308,168,London Hub,Reserved,PROD-11221,2025-06-16,GlobalNet Supplies,15,Normal
INV-90394,StreamLine AP,85,196,London Hub,Damaged,PROD-11368,2025-03-18,GlobalNet Supplies,37,Restricted
INV-90395,CloudHub Gateway,228,125,New York DC,Available,PROD-11685,2025-05-14,SecureLine Distributors,41,Restricted
INV-90396,CloudHub Gateway,207,167,New York DC,In Transit,PROD-11685,2025-01-30,SecureLine Distributors,14,Restricted
INV-90397,VisionX Switch,73,134,New York DC,Reserved,PROD-11040,2025-05-19,CloudWave Ltd,52,Restricted
INV-90398,VisionX Switch,224,183,New York DC,Damaged,PROD-11154,2025-03-21,GlobalNet Supplies,35,Climate-Controlled
INV-90399,StreamLine AP,481,156,New York DC,In Transit,PROD-11956,2025-02-24,GlobalNet Supplies,50,Restricted
INV-90400,Nova Firewall,82,105,New York DC,Available,PROD-11306,2025-07-15,GlobalNet Supplies,11,Restricted
INV-90401,Nova Firewall,331,84,Berlin DC,On Hold,PROD-11731,2025-07-03,SecureLine Distributors,25,Restricted
INV-90402,CloudHub Gateway,236,160,Bangalore WH,On Hold,PROD-11602,2025-06-01,GlobalNet Supplies,59,Restricted
INV-90403,StreamLine AP,348,60,Bangalore WH,Damaged,PROD-11566,2025-04-15,NetWorld Partners,37,Climate-Controlled
INV-90404,Nova Firewall,227,30,Bangalore WH,Reserved,PROD-11873,2025-05-05,CloudWave Ltd,58,Climate-Controlled
INV-90405,Nova Firewall,439,183,New York DC,Damaged,PROD-11069,2025-02-05,TechSource Inc,15,Climate-Controlled
INV-90406,VisionX Switch,459,40,Berlin DC,Damaged,PROD-11705,2025-03-14,NetWorld Partners,21,Restricted
INV-90407,StreamLine AP,295,107,New York DC,Reserved,PROD-11914,2025-02-01,CloudWave Ltd,23,Climate-Controlled
INV-90408,StreamLine AP,295,29,Berlin DC,Available,PROD-11686,2025-06-26,NetWorld Partners,33,Climate-Controlled
INV-90409,Nova Firewall,389,148,London Hub,In Transit,PROD-11506,2025-07-13,CloudWave Ltd,43,Normal
INV-90410,Nova Firewall,366,72,New York DC,In Transit,PROD-11263,2025-06-02,SecureLine Distributors,56,Normal
INV-90411,StreamLine AP,217,142,Bangalore WH,Available,PROD-11866,2025-07-10,CloudWave Ltd,10,Climate-Controlled
INV-90412,StreamLine AP,287,147,Berlin DC,Reserved,PROD-11841,2025-02-12,NetWorld Partners,22,Normal
INV-90413,Nova Firewall,274,61,Bangalore WH,Available,PROD-11596,2025-05-11,CloudWave Ltd,23,Climate-Controlled
INV-90414,SmartEdge Router,351,142,Berlin DC,Reserved,PROD-11428,2025-08-25,NetWorld Partners,38,Normal
INV-90415,Nova Firewall,300,115,London Hub,On Hold,PROD-11137,2025-02-13,GlobalNet Supplies,17,Normal
INV-90416,SmartEdge Router,228,140,Singapore DC,On Hold,PROD-11948,2025-01-14,GlobalNet Supplies,34,Climate-Controlled
INV-90417,StreamLine AP,257,185,Bangalore WH,Damaged,PROD-11976,2025-01-14,SecureLine Distributors,32,Restricted
INV-90418,StreamLine AP,245,135,London Hub,Damaged,PROD-11966,2025-04-09,NetWorld Partners,47,Normal
INV-90419,StreamLine AP,347,81,New York DC,On Hold,PROD-11535,2025-06-06,SecureLine Distributors,52,Normal
INV-90420,CloudHub Gateway,190,80,Bangalore WH,Available,PROD-11127,2025-02-17,NetWorld Partners,22,Restricted
INV-90421,VisionX Switch,113,14,New York DC,On Hold,PROD-11455,2025-01-01,GlobalNet Supplies,51,Climate-Controlled
INV-90422,VisionX Switch,237,113,Berlin DC,On Hold,PROD-11748,2025-06-08,TechSource Inc,42,Climate-Controlled
INV-90423,CloudHub Gateway,247,167,Bangalore WH,Damaged,PROD-11061,2025-04-17,GlobalNet Supplies,60,Normal
INV-90424,CloudHub Gateway,181,146,Bangalore WH,On Hold,PROD-11719,2025-07-15,GlobalNet Supplies,27,Restricted
INV-90425,CloudHub Gateway,312,61,New York DC,Reserved,PROD-11224,2025-05-17,SecureLine Distributors,38,Restricted
INV-90426,StreamLine AP,326,120,London Hub,In Transit,PROD-11741,2025-02-28,TechSource Inc,34,Climate-Controlled
INV-90427,Nova Firewall,129,78,Singapore DC,Available,PROD-11546,2025-04-05,GlobalNet Supplies,57,Restricted
INV-90428,Nova Firewall,492,192,Singapore DC,Damaged,PROD-11634,2025-06-26,SecureLine Distributors,47,Climate-Controlled
INV-90429,CloudHub Gateway,46,110,Berlin DC,In Transit,PROD-11919,2025-03-27,GlobalNet Supplies,58,Restricted
INV-90430,VisionX Switch,202,54,Bangalore WH,On Hold,PROD-11538,2025-04-20,CloudWave Ltd,21,Normal
INV-90431,VisionX Switch,247,139,London Hub,Damaged,PROD-11377,2025-03-21,CloudWave Ltd,23,Restricted
INV-90432,StreamLine AP,117,157,London Hub,In Transit,PROD-11119,2025-04-18,NetWorld Partners,46,Climate-Controlled
INV-90433,SmartEdge Router,84,57,Berlin DC,Reserved,PROD-11220,2025-02-03,SecureLine Distributors,26,Climate-Controlled
INV-90434,StreamLine AP,232,39,Berlin DC,Damaged,PROD-11256,2025-02-04,TechSource Inc,15,Normal
INV-90435,StreamLine AP,197,162,New York DC,Damaged,PROD-11628,2025-08-02,TechSource Inc,13,Restricted
INV-90436,VisionX Switch,438,136,Bangalore WH,Available,PROD-11480,2025-01-09,SecureLine Distributors,23,Restricted
INV-90437,VisionX Switch,73,49,Bangalore WH,Available,PROD-11979,2025-08-07,GlobalNet Supplies,31,Climate-Controlled
INV-90438,StreamLine AP,443,111,Singapore DC,In Transit,PROD-11772,2025-08-20,NetWorld Partners,31,Restricted
INV-90439,StreamLine AP,143,73,New York DC,Reserved,PROD-11876,2025-01-29,CloudWave Ltd,30,Normal
INV-90440,Nova Firewall,155,199,New York DC,Reserved,PROD-11105,2025-05-01,GlobalNet Supplies,31,Restricted
INV-90441,Nova Firewall,214,108,London Hub,Damaged,PROD-11532,2025-07-12,NetWorld Partners,32,Climate-Controlled
INV-90442,CloudHub Gateway,455,80,London Hub,In Transit,PROD-11870,2025-05-17,TechSource Inc,60,Climate-Controlled
INV-90443,VisionX Switch,332,131,Bangalore WH,On Hold,PROD-11795,2025-06-16,CloudWave Ltd,14,Restricted
INV-90444,SmartEdge Router,299,92,New York DC,In Transit,PROD-11359,2025-02-25,TechSource Inc,48,Restricted
INV-90445,CloudHub Gateway,429,133,Berlin DC,On Hold,PROD-11546,2025-02-19,NetWorld Partners,27,Climate-Controlled
INV-90446,VisionX Switch,119,61,Singapore DC,On Hold,PROD-11727,2025-04-27,TechSource Inc,39,Restricted
INV-90447,CloudHub Gateway,336,57,Berlin DC,On Hold,PROD-11249,2025-04-04,CloudWave Ltd,51,Restricted
INV-90448,VisionX Switch,98,27,New York DC,Damaged,PROD-11998,2025-07-22,NetWorld Partners,11,Climate-Controlled
INV-90449,Nova Firewall,343,23,Singapore DC,Damaged,PROD-11976,2025-07-18,SecureLine Distributors,20,Normal
INV-90450,SmartEdge Router,429,14,Bangalore WH,In Transit,PROD-11959,2025-07-14,NetWorld Partners,17,Restricted
INV-90451,StreamLine AP,133,130,London Hub,On Hold,PROD-11199,2025-08-12,CloudWave Ltd,16,Normal
INV-90452,VisionX Switch,332,132,New York DC,Damaged,PROD-11110,2025-01-07,NetWorld Partners,18,Normal
