Order ID,Customer Name,Order Date,Order Status,Order Value ($),Order Qty,Product Name,Product Desc,Product Family,Ship to Country,Bill to Country,Party ID,Product ID
ORD-43497,Clark Ltd,2024-11-13,Cancelled,16237,13,CoreAnalytics,Wi‑Fi 6 access point,Cloud Infra,UAE,USA,CUST-10220,PROD-11193
ORD-40280,Miller Ltd,2025-02-03,Delivered,14359,9,Insight360,48-port managed switch,Storage,Brazil,UK,CUST-10258,PROD-11342
ORD-41742,Walker-Gonzalez,2024-12-21,Returned,21931,28,DataSphere,Hybrid cloud gateway,Security,India,Germany,CUST-10168,PROD-11558
ORD-44625,Lewis-Patel,2025-02-11,In Progress,22969,47,CoreAnalytics,48-port managed switch,Analytics,Brazil,India,CUST-10988,PROD-11723
ORD-42887,Turner Inc,2024-11-24,In Progress,23113,7,CloudEdge,Hybrid cloud gateway,Wireless,Germany,Australia,CUST-10643,PROD-11421
ORD-41942,Thompson Ltd,2025-08-26,Delivered,21687,19,Insight360,Hybrid cloud gateway,Analytics,UAE,USA,CUST-10929,PROD-11506
ORD-40101,Kemp Inc,2025-07-06,Cancelled,22772,48,CoreAnalytics,High-speed enterprise router,Analytics,UAE,Singapore,CUST-10166,PROD-11469
ORD-42805,Tyler-Brown,2025-06-03,In Progress,1543,42,Insight360,Next-gen firewall,Cloud Infra,USA,Singapore,CUST-10382,PROD-11430
ORD-43571,"Lewis, Morse and Nielsen",2025-08-11,Returned,24771,23,NetConnect,Wi‑Fi 6 access point,AI Solutions,USA,USA,CUST-10649,PROD-11078
ORD-43685,Choi Ltd,2024-09-12,Shipped,18660,20,CloudEdge,High-speed enterprise router,Cloud Infra,Brazil,Australia,CUST-10338,PROD-11842
ORD-43662,"Stewart, Moreno and Gray",2024-10-31,In Progress,5147,1,Insight360,Next-gen firewall,Wireless,India,Singapore,CUST-10301,PROD-11825
ORD-40531,Chang-Chen,2024-11-23,Returned,14605,48,NetConnect,48-port managed switch,Wireless,UK,UAE,CUST-10030,PROD-11214
ORD-41887,Berger Group,2025-03-20,Shipped,4423,12,NetConnect,High-speed enterprise router,Networking,Australia,India,CUST-10789,PROD-11956
ORD-40682,Green LLC,2024-12-04,Delivered,13095,13,CloudEdge,Next-gen firewall,Storage,UAE,Brazil,CUST-10793,PROD-11175
ORD-43795,"Lee, Taylor and Roman",2025-01-26,Shipped,12318,29,CoreAnalytics,48-port managed switch,Networking,Singapore,India,CUST-10472,PROD-11019
ORD-43945,Harrington Ltd,2025-06-08,In Progress,7223,29,Insight360,Wi‑Fi 6 access point,Cloud Infra,Germany,USA,CUST-10377,PROD-11004
ORD-44667,"Morrison, Brown and Wilson",2024-10-23,Returned,2950,30,CloudEdge,48-port managed switch,Security,Brazil,UK,CUST-10051,PROD-11701
ORD-42019,Hunter-Smith,2025-02-13,In Progress,22930,13,Insight360,High-speed enterprise router,Security,India,Germany,CUST-10117,PROD-11811
ORD-41097,"Moore, Hansen and Lewis",2025-01-15,In Progress,9351,38,NetConnect,Wi‑Fi 6 access point,AI Solutions,Germany,USA,CUST-10801,PROD-11692
ORD-40830,Humphrey and Sons,2025-01-30,Cancelled,21190,11,NetConnect,Wi‑Fi 6 access point,AI Solutions,UAE,Singapore,CUST-10034,PROD-11401
ORD-42806,Barnes PLC,2025-05-25,Cancelled,8630,22,DataSphere,Hybrid cloud gateway,Analytics,UK,UK,CUST-10598,PROD-11338
ORD-43830,Jackson Inc,2025-03-04,Returned,1725,15,CloudEdge,Wi‑Fi 6 access point,Cloud Infra,Germany,USA,CUST-10961,PROD-11722
ORD-44382,"Rodriguez, Hill and Hopkins",2025-08-25,Delivered,16509,28,Insight360,Hybrid cloud gateway,Security,UK,USA,CUST-10590,PROD-11271
ORD-43892,"Hamilton, Wilson and Colon",2025-01-01,Delivered,4957,17,CloudEdge,High-speed enterprise router,Wireless,USA,Germany,CUST-10410,PROD-11202
ORD-40765,Foster-Kim,2024-11-05,In Progress,16273,20,DataSphere,48-port managed switch,Cloud Infra,Singapore,UAE,CUST-10525,PROD-11020
ORD-42768,Booth-Morris,2024-10-23,Delivered,15670,16,CloudEdge,High-speed enterprise router,Wireless,Australia,UAE,CUST-10246,PROD-11337
ORD-44329,"Cabrera, Walker and Davenport",2025-02-26,Returned,12074,50,DataSphere,High-speed enterprise router,Wireless,Brazil,UAE,CUST-10833,PROD-11239
ORD-43296,Brown LLC,2025-08-21,Returned,20256,22,NetConnect,Hybrid cloud gateway,Wireless,Brazil,USA,CUST-10179,PROD-11191
ORD-42195,Baker-Johnson,2024-10-19,Returned,8824,17,DataSphere,High-speed enterprise router,AI Solutions,USA,Brazil,CUST-10977,PROD-11917
ORD-42358,"Hughes, Watts and Arnold",2025-01-18,Returned,16733,10,CloudEdge,Hybrid cloud gateway,AI Solutions,UAE,USA,CUST-10313,PROD-11807
ORD-43426,Dixon and Sons,2025-02-09,Returned,8695,21,CoreAnalytics,High-speed enterprise router,AI Solutions,Germany,USA,CUST-10641,PROD-11058
ORD-43980,Harris-Brown,2024-10-15,Delivered,2369,33,NetConnect,Next-gen firewall,Networking,India,Brazil,CUST-10336,PROD-11440
ORD-40912,"Martinez, Carpenter and Green",2025-08-21,Cancelled,17520,43,CoreAnalytics,Hybrid cloud gateway,Cloud Infra,Brazil,UAE,CUST-10006,PROD-11402
ORD-43146,Austin-Davies,2024-09-30,Cancelled,5468,1,CloudEdge,Wi‑Fi 6 access point,Storage,Brazil,Brazil,CUST-10354,PROD-11949
ORD-41000,Mitchell-Mendez,2025-08-28,Shipped,20470,16,NetConnect,High-speed enterprise router,Wireless,Brazil,India,CUST-10090,PROD-11688
ORD-43654,Meyer-Frazier,2025-01-02,Cancelled,2002,44,NetConnect,Hybrid cloud gateway,AI Solutions,India,Australia,CUST-10120,PROD-11032
ORD-42484,Barker PLC,2025-05-08,Shipped,2846,45,CloudEdge,Wi‑Fi 6 access point,Wireless,Brazil,UK,CUST-10661,PROD-11394
ORD-44077,Walton-Hoover,2025-07-04,Shipped,24635,16,DataSphere,Hybrid cloud gateway,Networking,USA,India,CUST-10519,PROD-11493
ORD-42371,"Turner, Butler and Morgan",2025-02-03,Cancelled,11155,6,CloudEdge,High-speed enterprise router,AI Solutions,Germany,UAE,CUST-10183,PROD-11254
ORD-44839,Howell-Lawson,2025-05-21,Delivered,11078,8,NetConnect,48-port managed switch,Analytics,India,Brazil,CUST-10481,PROD-11148
ORD-40034,Morgan-Navarro,2025-07-17,In Progress,16858,26,CloudEdge,Hybrid cloud gateway,Security,Germany,Brazil,CUST-10960,PROD-11509
ORD-43790,"Andrews, Roberts and King",2025-07-27,Shipped,20954,36,CoreAnalytics,High-speed enterprise router,Security,UK,UAE,CUST-10064,PROD-11160
ORD-41021,"Wilson, Ramirez and Lester",2025-04-14,Shipped,3660,15,DataSphere,Wi‑Fi 6 access point,AI Solutions,UAE,Singapore,CUST-10440,PROD-11756
ORD-41648,Griffith-Glass,2025-07-22,Returned,16970,2,DataSphere,Next-gen firewall,Analytics,India,Germany,CUST-10724,PROD-11719
ORD-40734,Lewis-Anderson,2025-05-06,In Progress,9506,38,DataSphere,Wi‑Fi 6 access point,Analytics,UAE,India,CUST-10573,PROD-11451
ORD-44583,Tran PLC,2025-08-07,Delivered,18626,44,NetConnect,48-port managed switch,Security,UAE,UAE,CUST-10091,PROD-11296
ORD-43275,Crane-Cole,2025-05-22,Delivered,21936,42,Insight360,Wi‑Fi 6 access point,Cloud Infra,Brazil,Singapore,CUST-10873,PROD-11220
ORD-41621,"Goodwin, Williams and Kerr",2025-01-05,Delivered,12263,48,DataSphere,Next-gen firewall,Security,UAE,Singapore,CUST-10714,PROD-11130
ORD-43136,Silva and Sons,2025-01-24,Shipped,10693,34,CoreAnalytics,High-speed enterprise router,Storage,Germany,Brazil,CUST-10915,PROD-11272
ORD-42690,"Moreno, Johnson and Espinoza",2025-06-03,Delivered,15947,21,NetConnect,Wi‑Fi 6 access point,AI Solutions,USA,USA,CUST-10595,PROD-11250
ORD-42708,"Lopez, Cunningham and Wells",2025-08-24,Delivered,21349,46,CloudEdge,Hybrid cloud gateway,Wireless,Germany,Singapore,CUST-10468,PROD-11871
ORD-40298,Kemp Inc,2025-08-13,Returned,9099,40,DataSphere,Wi‑Fi 6 access point,Security,Singapore,UAE,CUST-10378,PROD-11721
ORD-42340,Christensen-Fisher,2025-08-07,In Progress,13032,25,CoreAnalytics,High-speed enterprise router,Storage,Singapore,USA,CUST-10713,PROD-11645
ORD-40654,Stokes-Roberts,2024-10-27,Returned,24224,5,Insight360,Hybrid cloud gateway,Cloud Infra,Australia,Brazil,CUST-10472,PROD-11341
ORD-43775,"Stephens, Smith and Ballard",2025-01-16,Returned,22469,40,CloudEdge,High-speed enterprise router,Wireless,Australia,UK,CUST-10129,PROD-11509
ORD-41256,Wolf Group,2024-09-22,Delivered,23121,35,Insight360,Hybrid cloud gateway,Wireless,Germany,Singapore,CUST-10037,PROD-11181
ORD-44521,Gomez-Wallace,2025-03-27,Delivered,15925,16,NetConnect,Wi‑Fi 6 access point,AI Solutions,Brazil,Singapore,CUST-10088,PROD-11401
ORD-40231,"Cole, Barron and Smith",2025-02-08,Returned,12703,7,NetConnect,Hybrid cloud gateway,Wireless,Germany,UAE,CUST-10800,PROD-11847
ORD-43277,Key-Anderson,2025-06-21,Shipped,6874,16,NetConnect,48-port managed switch,Storage,Brazil,Brazil,CUST-10939,PROD-11831
ORD-43231,Jackson LLC,2025-06-11,Cancelled,17066,1,CloudEdge,Wi‑Fi 6 access point,Storage,Germany,USA,CUST-10020,PROD-11059
ORD-40692,Garcia Group,2024-10-27,Returned,11407,16,CoreAnalytics,Next-gen firewall,Security,UAE,USA,CUST-10391,PROD-11603
ORD-42755,Peters-Garrett,2024-12-12,In Progress,5916,5,Insight360,AI-powered analytics core,AI Solutions,India,Brazil,CUST-10626,PROD-11935
ORD-44864,"Crawford, Hayes and Tapia",2025-08-29,Returned,14811,40,CloudEdge,Next-gen firewall,Cloud Infra,India,India,CUST-10315,PROD-11254
ORD-40970,Taylor Inc,2024-11-04,In Progress,10505,19,CloudEdge,Wi‑Fi 6 access point,Security,Australia,India,CUST-10877,PROD-11365
ORD-40634,Torres Ltd,2024-11-06,Delivered,19826,24,NetConnect,Hybrid cloud gateway,Networking,Germany,Germany,CUST-10811,PROD-11190
ORD-44093,"Evans, Olson and Allen",2025-01-09,In Progress,13379,48,NetConnect,AI-powered analytics core,Wireless,India,UK,CUST-10514,PROD-11658
ORD-44078,Duncan Inc,2025-01-13,Returned,7876,18,CloudEdge,Hybrid cloud gateway,AI Solutions,USA,Germany,CUST-10146,PROD-11377
ORD-41322,Harris-Brown,2025-05-17,Shipped,3944,1,CoreAnalytics,High-speed enterprise router,AI Solutions,UAE,India,CUST-10988,PROD-11896
ORD-41832,Torres Ltd,2025-07-31,Returned,3068,25,DataSphere,Wi‑Fi 6 access point,Analytics,Australia,USA,CUST-10023,PROD-11020
ORD-42179,Carlson PLC,2025-04-11,Cancelled,14724,18,CloudEdge,High-speed enterprise router,AI Solutions,USA,UAE,CUST-10354,PROD-11394
ORD-41418,"Roberts, Thompson and Brown",2025-04-17,Delivered,13995,7,Insight360,High-speed enterprise router,Networking,Australia,India,CUST-10153,PROD-11141
ORD-41783,"Castillo, Miller and Blackwell",2025-03-01,Shipped,22620,28,CoreAnalytics,Wi‑Fi 6 access point,Security,India,Singapore,CUST-10500,PROD-11364
ORD-44716,Thomas PLC,2025-02-22,Cancelled,13888,24,Insight360,Wi‑Fi 6 access point,Cloud Infra,Australia,Singapore,CUST-10736,PROD-11877
ORD-44702,"Singh, Porter and Moore",2025-08-14,Returned,24109,34,CloudEdge,High-speed enterprise router,Analytics,USA,India,CUST-10852,PROD-11314
ORD-44119,Fisher PLC,2024-12-09,Shipped,8463,16,Insight360,Hybrid cloud gateway,Security,Brazil,Germany,CUST-10071,PROD-11836
ORD-41653,"Payne, Holland and White",2025-04-29,Delivered,15773,19,DataSphere,Hybrid cloud gateway,Security,Germany,India,CUST-10746,PROD-11580
ORD-41484,"Blair, Carey and Henderson",2025-03-01,In Progress,17113,2,NetConnect,High-speed enterprise router,Networking,UAE,USA,CUST-10636,PROD-11784
ORD-42276,"King, Reynolds and Kennedy",2025-02-26,Shipped,4963,8,DataSphere,Wi‑Fi 6 access point,Analytics,Australia,UK,CUST-10120,PROD-11676
ORD-40878,James-Carter,2025-07-18,Returned,19827,29,CloudEdge,AI-powered analytics core,Cloud Infra,USA,Australia,CUST-10236,PROD-11431
ORD-43526,"Keith, Cisneros and Hendricks",2025-01-14,In Progress,5127,11,CoreAnalytics,48-port managed switch,Storage,Germany,USA,CUST-10720,PROD-11005
ORD-42017,Ibarra-Adams,2025-05-15,Delivered,20228,43,Insight360,Next-gen firewall,Cloud Infra,USA,Australia,CUST-10475,PROD-11955
ORD-40427,Kennedy-Campbell,2025-02-26,Cancelled,10711,20,DataSphere,48-port managed switch,Security,Singapore,Brazil,CUST-10788,PROD-11549
ORD-40627,Browning-Brooks,2024-12-22,Shipped,1383,36,CloudEdge,High-speed enterprise router,AI Solutions,USA,Germany,CUST-10528,PROD-11369
ORD-41590,Molina Ltd,2025-07-11,Returned,17227,10,CloudEdge,Hybrid cloud gateway,AI Solutions,Brazil,Germany,CUST-10696,PROD-11993
ORD-42224,Dunn-Anderson,2025-05-05,Returned,16023,2,CoreAnalytics,Hybrid cloud gateway,Storage,Brazil,Singapore,CUST-10425,PROD-11661
ORD-42218,Diaz Group,2024-11-30,Returned,7929,33,Insight360,Next-gen firewall,Analytics,UK,Brazil,CUST-10384,PROD-11500
ORD-44484,Ray Inc,2025-02-25,Returned,23164,16,DataSphere,Next-gen firewall,Cloud Infra,India,Germany,CUST-10567,PROD-11678
ORD-41486,Faulkner-Frazier,2025-06-25,In Progress,5680,45,NetConnect,AI-powered analytics core,Wireless,Brazil,UAE,CUST-10535,PROD-11195
ORD-41740,Wilkins-Moore,2025-05-11,Cancelled,16038,29,CloudEdge,48-port managed switch,Security,UAE,Australia,CUST-10612,PROD-11972
ORD-42481,Hodge Ltd,2025-03-02,In Progress,3539,47,DataSphere,Wi‑Fi 6 access point,AI Solutions,Brazil,Singapore,CUST-10171,PROD-11489
ORD-42585,Kelly PLC,2024-10-22,Returned,22671,20,CoreAnalytics,48-port managed switch,Storage,Germany,Singapore,CUST-10656,PROD-11050
ORD-42894,"Smith, Adams and Lee",2024-11-17,Cancelled,24074,1,CoreAnalytics,AI-powered analytics core,Storage,Brazil,Australia,CUST-10979,PROD-11808
ORD-40150,Watson PLC,2025-05-08,Delivered,13091,33,DataSphere,Wi‑Fi 6 access point,Security,UAE,Australia,CUST-10419,PROD-11611
ORD-40677,Smith-Grant,2025-03-04,Cancelled,5020,45,NetConnect,Wi‑Fi 6 access point,Storage,UAE,Brazil,CUST-10150,PROD-11291
ORD-41262,Smith-Woods,2025-04-02,Cancelled,15834,38,DataSphere,High-speed enterprise router,Analytics,India,UK,CUST-10677,PROD-11240
ORD-44918,Trujillo-Walker,2025-06-12,Returned,24356,22,CloudEdge,AI-powered analytics core,Wireless,USA,Australia,CUST-10639,PROD-11749
ORD-40013,Gutierrez LLC,2025-03-23,In Progress,2212,18,DataSphere,AI-powered analytics core,Wireless,UK,Brazil,CUST-10896,PROD-11663
ORD-41834,Bryant-Lawson,2025-05-28,Cancelled,17516,45,Insight360,Next-gen firewall,AI Solutions,Brazil,India,CUST-10776,PROD-11781
ORD-43249,Moreno Inc,2024-09-15,Delivered,3733,7,CloudEdge,AI-powered analytics core,Wireless,Brazil,Australia,CUST-10145,PROD-11947
ORD-41492,"Sexton, Banks and Diaz",2024-11-27,Shipped,14331,26,Insight360,AI-powered analytics core,Storage,UK,Germany,CUST-10206,PROD-11564
ORD-42728,Pierce Inc,2025-08-04,Cancelled,4230,6,CoreAnalytics,High-speed enterprise router,Cloud Infra,Singapore,Singapore,CUST-10042,PROD-11593
ORD-43687,Chavez-Lopez,2025-02-16,Cancelled,20697,42,DataSphere,AI-powered analytics core,Analytics,Germany,Singapore,CUST-10409,PROD-11933
ORD-41425,Taylor Ltd,2025-05-31,Cancelled,8723,3,CoreAnalytics,Next-gen firewall,Storage,India,Germany,CUST-10737,PROD-11695
ORD-44606,"Singh, Porter and Moore",2025-05-05,Shipped,7796,21,NetConnect,Next-gen firewall,Storage,Australia,Australia,CUST-10991,PROD-11774
ORD-44596,"Cruz, Sullivan and Howard",2025-08-27,Cancelled,12777,48,DataSphere,High-speed enterprise router,Storage,India,Brazil,CUST-10063,PROD-11879
ORD-40732,"Burke, Ward and Gibson",2025-08-09,Returned,6798,40,CloudEdge,AI-powered analytics core,Storage,Australia,USA,CUST-10137,PROD-11254
ORD-41232,Miller Inc,2025-03-04,Delivered,17556,36,CloudEdge,AI-powered analytics core,Wireless,USA,India,CUST-10176,PROD-11993
ORD-41635,"Sanford, Williams and Hunt",2024-10-15,In Progress,6772,4,CloudEdge,AI-powered analytics core,AI Solutions,Singapore,USA,CUST-10585,PROD-11837
ORD-43937,Benson-Phillips,2025-06-12,In Progress,2782,2,CloudEdge,Next-gen firewall,Security,Brazil,India,CUST-10770,PROD-11918
ORD-41211,Gibson Group,2025-05-19,Shipped,14910,36,CoreAnalytics,AI-powered analytics core,Networking,India,Germany,CUST-10050,PROD-11737
ORD-43269,Choi Ltd,2024-12-31,Cancelled,13218,5,CloudEdge,Hybrid cloud gateway,Security,Australia,India,CUST-10657,PROD-11591
ORD-41935,Tate-Lindsey,2025-01-23,Cancelled,12584,32,CloudEdge,Hybrid cloud gateway,Cloud Infra,Singapore,UAE,CUST-10198,PROD-11918
ORD-40554,"Parks, Clark and Schultz",2024-12-01,Returned,2941,2,DataSphere,Hybrid cloud gateway,Analytics,Germany,Brazil,CUST-10622,PROD-11036
ORD-40492,Ray and Sons,2025-05-24,Returned,16196,50,DataSphere,48-port managed switch,Analytics,Singapore,UK,CUST-10555,PROD-11878
ORD-42963,"Stein, Randolph and Carter",2024-11-21,Cancelled,12350,28,Insight360,Next-gen firewall,Storage,USA,Singapore,CUST-10875,PROD-11437
ORD-42330,"Lewis, Johnson and Gilmore",2024-10-14,Cancelled,8197,29,CloudEdge,Wi‑Fi 6 access point,Security,UAE,Brazil,CUST-10854,PROD-11211
ORD-42196,"Kelly, Davis and Nolan",2025-08-02,Shipped,12658,43,Insight360,Hybrid cloud gateway,Storage,USA,India,CUST-10915,PROD-11557
ORD-43065,Porter-Martin,2025-02-10,Cancelled,4737,38,CloudEdge,Hybrid cloud gateway,Wireless,Singapore,USA,CUST-10709,PROD-11424
ORD-40658,"Harrell, Conway and Tucker",2025-08-28,Returned,23783,8,NetConnect,AI-powered analytics core,Wireless,UK,India,CUST-10984,PROD-11803
ORD-42375,Santos Group,2025-02-24,Shipped,8065,9,Insight360,Wi‑Fi 6 access point,Security,Australia,USA,CUST-10327,PROD-11485
ORD-42226,Rivas-Perkins,2025-05-14,Shipped,4504,35,CloudEdge,Wi‑Fi 6 access point,Analytics,Singapore,India,CUST-10687,PROD-11003
ORD-44265,Singh-Miller,2025-01-29,Delivered,24519,1,NetConnect,Wi‑Fi 6 access point,Security,Singapore,India,CUST-10640,PROD-11621
ORD-41171,"Campbell, Bennett and Carrillo",2025-03-26,Shipped,21123,25,Insight360,Next-gen firewall,Security,Germany,India,CUST-10118,PROD-11200
ORD-40133,Moreno Inc,2025-07-10,Shipped,17992,18,Insight360,High-speed enterprise router,Wireless,India,Australia,CUST-10397,PROD-11487
ORD-40472,"Ingram, Bush and Adams",2025-06-12,Shipped,10835,42,DataSphere,High-speed enterprise router,Storage,Singapore,UAE,CUST-10903,PROD-11456
ORD-43226,Griffith Ltd,2025-02-02,Delivered,18403,30,CloudEdge,High-speed enterprise router,Security,Brazil,Australia,CUST-10655,PROD-11038
ORD-41406,Acosta-Matthews,2024-11-27,Returned,15219,31,DataSphere,High-speed enterprise router,Analytics,Germany,Germany,CUST-10455,PROD-11217
ORD-42877,Thompson Ltd,2025-08-12,Shipped,13129,4,Insight360,AI-powered analytics core,Analytics,Germany,Brazil,CUST-10105,PROD-11511
ORD-44505,Perez PLC,2025-04-20,In Progress,15415,33,NetConnect,Next-gen firewall,Networking,Australia,Singapore,CUST-10193,PROD-11864
ORD-44693,Waters Group,2024-12-08,Delivered,21544,6,DataSphere,Hybrid cloud gateway,Cloud Infra,Australia,UK,CUST-10038,PROD-11446
ORD-42827,Hill-Brooks,2024-12-22,Delivered,3622,4,CoreAnalytics,AI-powered analytics core,Wireless,Germany,Singapore,CUST-10852,PROD-11087
ORD-40288,Bennett-Costa,2025-03-04,Returned,19926,9,Insight360,Next-gen firewall,Security,Germany,UAE,CUST-10176,PROD-11347
ORD-41870,Aguilar-Crawford,2025-07-20,Cancelled,2385,32,NetConnect,High-speed enterprise router,Security,Brazil,Singapore,CUST-10493,PROD-11814
ORD-43115,"Daniels, Hubbard and Sweeney",2024-12-21,Delivered,14632,28,DataSphere,48-port managed switch,Wireless,Singapore,UAE,CUST-10952,PROD-11550
ORD-43626,Adkins PLC,2025-07-17,In Progress,4502,17,CloudEdge,48-port managed switch,Analytics,India,India,CUST-10362,PROD-11209
ORD-42313,"Bowman, Martin and Atkins",2025-04-23,In Progress,9682,13,CloudEdge,High-speed enterprise router,Cloud Infra,Brazil,Australia,CUST-10851,PROD-11063
ORD-44924,Benitez and Sons,2025-06-20,In Progress,3675,14,NetConnect,AI-powered analytics core,Security,Germany,Germany,CUST-10046,PROD-11662
ORD-41619,Coleman-Welch,2025-06-07,Cancelled,23689,36,CoreAnalytics,48-port managed switch,Analytics,USA,UAE,CUST-10066,PROD-11134
ORD-40995,"Miranda, Lee and Orozco",2024-12-04,Cancelled,20357,39,CoreAnalytics,AI-powered analytics core,Storage,UK,Australia,CUST-10621,PROD-11154
ORD-41804,Brennan Group,2024-09-19,Delivered,13467,40,DataSphere,Next-gen firewall,Security,Germany,Singapore,CUST-10472,PROD-11532
ORD-42643,Williams and Sons,2024-12-01,Shipped,6964,39,Insight360,48-port managed switch,Wireless,UK,UAE,CUST-10935,PROD-11177
ORD-44803,"Gardner, Ford and Wells",2024-10-13,In Progress,16115,50,CloudEdge,Wi‑Fi 6 access point,Security,UAE,USA,CUST-10402,PROD-11260
ORD-43536,"Miller, Whitaker and Joseph",2025-03-22,In Progress,8634,50,Insight360,High-speed enterprise router,Networking,UAE,Brazil,CUST-10701,PROD-11241
ORD-44832,"Munoz, Rogers and Nunez",2025-05-07,In Progress,17318,7,DataSphere,Wi‑Fi 6 access point,Wireless,USA,UAE,CUST-10342,PROD-11532
ORD-43912,Odom Inc,2025-05-02,Returned,17644,16,CoreAnalytics,AI-powered analytics core,AI Solutions,USA,Germany,CUST-10731,PROD-11482
ORD-42108,Hernandez Inc,2024-10-27,In Progress,11339,44,Insight360,Wi‑Fi 6 access point,Cloud Infra,Brazil,UK,CUST-10431,PROD-11713
ORD-43045,"Stevens, Rodriguez and Long",2025-08-06,Delivered,9665,23,CoreAnalytics,AI-powered analytics core,Storage,UAE,Australia,CUST-10338,PROD-11115
ORD-40417,Huff-Roach,2024-11-23,Shipped,17168,38,CloudEdge,AI-powered analytics core,AI Solutions,UAE,UK,CUST-10757,PROD-11374
ORD-40978,Rodriguez Group,2024-10-04,In Progress,15511,13,CoreAnalytics,Wi‑Fi 6 access point,Storage,Brazil,Germany,CUST-10654,PROD-11616
ORD-42418,"Wolfe, Williams and Evans",2025-05-24,Delivered,7691,15,Insight360,Wi‑Fi 6 access point,AI Solutions,Brazil,UK,CUST-10857,PROD-11460
ORD-40506,"West, Johnson and Becker",2024-10-16,Cancelled,8539,11,CloudEdge,Hybrid cloud gateway,AI Solutions,UK,Germany,CUST-10963,PROD-11972
ORD-44153,"Griffin, Watkins and Ward",2025-05-20,Cancelled,19489,8,CoreAnalytics,Next-gen firewall,Analytics,Germany,Singapore,CUST-10481,PROD-11768
ORD-44256,Johnson Group,2024-10-04,Returned,24672,19,Insight360,High-speed enterprise router,Wireless,USA,UAE,CUST-10267,PROD-11371
ORD-43942,Walsh-Powell,2025-03-07,Shipped,20354,14,Insight360,Next-gen firewall,Analytics,Brazil,Brazil,CUST-10848,PROD-11121
ORD-40415,Morris-Hall,2025-05-09,Cancelled,10092,42,CloudEdge,48-port managed switch,Analytics,India,Germany,CUST-10063,PROD-11727
ORD-44149,"Terry, Robertson and Pruitt",2024-11-08,Delivered,7920,36,Insight360,AI-powered analytics core,Networking,Germany,USA,CUST-10803,PROD-11713
ORD-41184,Fox Group,2025-08-16,In Progress,6780,29,Insight360,Wi‑Fi 6 access point,Analytics,Brazil,UK,CUST-10224,PROD-11825
ORD-40486,Schultz-Reyes,2025-03-30,In Progress,20442,34,Insight360,Next-gen firewall,Storage,USA,UK,CUST-10732,PROD-11176
ORD-40894,Mitchell-Mendez,2025-08-17,Delivered,19781,2,Insight360,Next-gen firewall,Analytics,UK,Australia,CUST-10260,PROD-11255
ORD-40806,"Kelley, Martinez and Miranda",2025-05-08,In Progress,2710,46,Insight360,High-speed enterprise router,Wireless,Singapore,UK,CUST-10865,PROD-11792
ORD-40556,Alvarez Inc,2025-06-05,Returned,7198,10,CloudEdge,High-speed enterprise router,AI Solutions,USA,Australia,CUST-10043,PROD-11424
ORD-43826,Nguyen PLC,2024-10-04,Shipped,9018,38,CloudEdge,Next-gen firewall,AI Solutions,Australia,Germany,CUST-10804,PROD-11084
ORD-41198,"Spears, Decker and Chavez",2025-08-08,In Progress,24152,50,DataSphere,Wi‑Fi 6 access point,Storage,Australia,Australia,CUST-10282,PROD-11055
ORD-44254,Mitchell-Mendez,2025-04-18,Cancelled,14606,36,CloudEdge,48-port managed switch,Storage,Singapore,UK,CUST-10538,PROD-11569
ORD-44059,Harris-Walsh,2025-04-20,Cancelled,13756,17,CloudEdge,High-speed enterprise router,Storage,India,Brazil,CUST-10441,PROD-11333
ORD-41294,Walker-Shea,2025-02-09,Shipped,6260,10,NetConnect,AI-powered analytics core,Wireless,Singapore,India,CUST-10089,PROD-11480
ORD-42222,"Franklin, Martin and White",2024-12-05,Returned,17008,28,DataSphere,Next-gen firewall,Storage,Australia,UK,CUST-10121,PROD-11753
ORD-43505,"Rivera, Mclaughlin and Wilson",2024-09-07,Delivered,17671,35,DataSphere,48-port managed switch,Cloud Infra,Germany,USA,CUST-10510,PROD-11101
ORD-43655,Hernandez-Tucker,2025-03-23,In Progress,10731,6,CoreAnalytics,48-port managed switch,Analytics,USA,Singapore,CUST-10924,PROD-11024
ORD-44759,Williams-Cisneros,2024-09-14,Shipped,19746,4,DataSphere,Wi‑Fi 6 access point,Storage,Germany,India,CUST-10278,PROD-11548
ORD-43007,Miller-Perez,2025-02-22,Shipped,12275,27,NetConnect,High-speed enterprise router,Networking,Singapore,UK,CUST-10837,PROD-11139
ORD-42094,"Hill, Beck and Garcia",2025-03-10,Cancelled,2028,39,CoreAnalytics,Hybrid cloud gateway,Cloud Infra,Singapore,Singapore,CUST-10822,PROD-11759
ORD-42188,Porter-Johnson,2025-02-06,In Progress,15289,4,CoreAnalytics,Next-gen firewall,Wireless,Australia,Australia,CUST-10697,PROD-11788
ORD-43037,"Wong, Hamilton and Smith",2025-05-20,Cancelled,12019,19,Insight360,AI-powered analytics core,Networking,Australia,USA,CUST-10678,PROD-11121
ORD-43919,Hernandez PLC,2024-11-07,Returned,22117,42,CoreAnalytics,48-port managed switch,Analytics,Australia,Australia,CUST-10744,PROD-11623
ORD-41273,"Hughes, Fitzgerald and Scott",2025-03-08,Shipped,2472,7,Insight360,AI-powered analytics core,AI Solutions,USA,UK,CUST-10071,PROD-11811
ORD-40291,Benson Ltd,2025-05-22,In Progress,12789,3,CloudEdge,Wi‑Fi 6 access point,Storage,Singapore,Singapore,CUST-10917,PROD-11077
